N,P,K,temperature,humidity,ph,month,season,soil_type,region,label
37.77,13.73,34.69,20.11,60.36,8.03,11,winter,loamy_clay,west_delta,coriander
60.3,21.16,81.55,17.77,62.79,8.14,3,winter,clayey_delta,south_delta,garlic
86.24,43.74,128.82,17.87,64.28,7.73,2,winter,alluvial,east_delta,potato
36.25,24.75,70.82,23.39,60.13,7.94,10,winter,loamy_clay,south_delta,garlic
66.32,26.77,44.5,28.32,54.61,7.72,9,summer,alluvial,middle_egypt,basil
63.28,19.41,81.56,26.43,56.36,7.94,3,permanent,loamy_clay,middle_egypt,mango
87.05,24.7,91.08,28.07,58.65,7.93,9,permanent,alluvial,east_delta,citrus
114.88,25.69,29.09,32.76,45.0,7.79,6,summer,alluvial,south_delta,maize
66.91,23.97,53.52,28.88,58.23,7.45,7,summer,sandy,upper_egypt,pepper
81.0,18.5,70.41,31.97,48.96,7.58,9,permanent,sandy,upper_egypt,mango
47.25,17.01,73.51,28.79,55.3,7.61,5,summer,reclaimed,sinai_north,watermelon
24.18,15.58,46.38,21.1,35.77,7.83,12,permanent,reclaimed,new_lands,olive
86.24,18.82,62.68,28.06,71.5,7.8,9,summer,clayey_delta,south_delta,rice
51.06,26.18,60.01,15.89,61.06,7.87,1,winter,loamy_clay,middle_egypt,cabbage
68.27,21.83,81.25,25.12,55.05,7.72,3,permanent,loamy_clay,middle_egypt,mango
40.08,24.35,29.91,16.47,45.8,7.7,1,winter,loamy_clay,middle_egypt,cumin
78.96,29.94,97.73,19.09,62.53,7.56,11,winter,sandy,east_delta,tomato_winter
16.89,22.47,18.52,19.25,49.36,8.0,3,winter,reclaimed,middle_egypt,lentil
89.68,24.58,65.44,26.73,56.46,7.99,8,permanent,loamy_clay,south_delta,mint
94.43,28.54,35.06,31.07,45.0,8.0,5,summer,loamy_clay,middle_egypt,maize
25.7,32.96,39.17,15.21,64.09,7.83,2,winter,alluvial,north_delta,faba_bean
27.99,31.23,30.98,16.12,56.36,8.25,12,winter,clayey_delta,north_delta,faba_bean
19.3,20.58,16.22,14.33,62.07,7.88,2,winter,alluvial,south_delta,berseem
34.17,17.53,31.76,17.77,58.65,7.76,12,winter,loamy_clay,south_delta,coriander
60.7,24.31,51.73,25.25,61.83,7.93,5,summer,alluvial,east_delta,basil
79.41,30.21,107.74,24.91,55.29,7.72,3,summer,alluvial,middle_egypt,tomato_summer
64.09,28.72,74.13,25.54,62.16,7.52,5,summer,alluvial,east_delta,pepper
66.21,25.52,64.91,26.93,69.89,7.91,9,summer,clayey_delta,north_delta,pepper
25.81,21.89,26.62,14.44,64.99,7.93,2,winter,alluvial,north_delta,berseem
89.08,19.05,90.73,26.76,54.05,7.84,4,summer,loamy_clay,south_delta,eggplant
16.74,26.49,44.84,16.38,53.46,7.65,1,winter,loamy_clay,middle_egypt,faba_bean
58.61,29.66,37.5,17.52,66.25,8.01,10,winter,loamy_clay,west_delta,sugar_beet
31.74,12.84,52.11,25.7,42.17,7.89,9,permanent,calcareous,new_lands,olive
33.41,28.69,28.58,17.86,57.27,8.19,12,winter,clayey_delta,south_delta,faba_bean
76.81,27.9,76.82,28.63,56.78,8.04,5,summer,loamy_clay,south_delta,cotton
29.78,25.96,33.74,15.8,59.19,8.25,3,winter,clayey_delta,north_delta,faba_bean
62.5,33.74,84.65,25.67,50.75,7.46,10,permanent,sandy,sinai_north,grapes
103.59,29.06,151.05,29.74,67.31,7.66,8,permanent,loamy_clay,south_delta,banana
40.46,15.05,31.28,15.42,59.86,8.02,1,winter,calcareous,north_coast,barley
74.89,43.46,128.77,16.87,52.66,7.71,11,winter,loamy_clay,middle_egypt,potato
15.78,19.65,24.11,14.71,55.48,7.98,2,winter,loamy_clay,middle_egypt,lentil
92.15,24.49,48.37,31.18,68.57,7.89,8,summer,alluvial,north_delta,rice
39.43,11.45,51.8,30.08,31.97,8.04,2,permanent,reclaimed,new_lands,date_palm
92.07,42.65,133.49,16.23,62.45,7.86,1,winter,alluvial,middle_egypt,potato
86.44,27.68,81.56,25.64,71.66,7.84,8,permanent,alluvial,north_delta,mint
80.29,24.56,77.54,23.31,55.82,7.73,5,permanent,loamy_clay,middle_egypt,mint
88.35,21.37,73.81,26.88,62.42,7.73,6,permanent,loamy_clay,west_delta,citrus
35.68,9.34,57.84,33.99,31.2,7.9,6,permanent,sandy,upper_egypt,date_palm
46.14,23.25,57.0,25.82,57.05,7.98,6,summer,loamy_clay,south_delta,basil
38.37,8.76,48.94,29.83,28.64,7.93,12,permanent,calcareous,new_lands,date_palm
22.5,27.44,39.74,18.04,62.62,7.97,4,winter,alluvial,north_delta,faba_bean
108.91,30.98,33.32,28.97,51.11,7.86,5,summer,loamy_clay,south_delta,maize
84.23,38.94,109.16,29.94,51.7,7.89,7,summer,loamy_clay,upper_egypt,tomato_summer
47.8,18.1,73.96,32.69,35.0,7.71,8,summer,sandy,upper_egypt,watermelon
108.61,26.46,33.66,31.55,46.93,7.9,7,summer,loamy_clay,upper_egypt,maize
71.67,28.24,57.48,28.21,55.69,8.06,5,summer,loamy_clay,south_delta,cotton
51.01,21.33,73.51,18.04,54.27,7.91,2,winter,loamy_clay,middle_egypt,garlic
70.06,25.96,58.08,29.53,52.46,7.84,3,permanent,reclaimed,middle_egypt,mango
77.59,21.59,94.46,32.26,41.85,7.6,8,permanent,sandy,new_lands,mango
65.32,31.66,60.6,19.58,62.85,8.14,11,winter,clayey_delta,north_delta,cabbage
24.87,20.04,13.8,16.34,49.74,7.84,4,winter,loamy_clay,south_delta,berseem
64.68,29.72,90.25,28.82,54.88,7.69,9,permanent,loamy_clay,west_delta,grapes
21.06,22.6,14.0,19.29,43.98,7.95,4,winter,reclaimed,middle_egypt,lentil
90.95,28.26,32.2,30.39,54.6,8.01,7,summer,loamy_clay,south_delta,maize
66.54,24.87,23.0,16.58,62.06,8.17,11,winter,clayey_delta,north_delta,wheat
76.25,45.09,115.54,17.34,62.46,7.81,1,winter,alluvial,south_delta,potato
83.51,42.14,125.83,15.62,59.75,7.66,1,winter,loamy_clay,middle_egypt,potato
91.2,29.52,51.14,24.86,64.13,7.74,9,permanent,alluvial,north_delta,mint
71.43,23.77,89.68,32.24,51.75,7.88,8,summer,clayey_delta,east_delta,eggplant
56.85,18.28,97.84,22.42,71.56,7.81,5,summer,loamy_clay,west_delta,cucumber
36.09,24.35,32.08,16.1,59.6,7.74,3,winter,alluvial,south_delta,coriander
27.02,15.06,49.94,32.53,26.68,8.14,2,permanent,reclaimed,aswan,date_palm
60.77,32.17,75.66,12.84,72.43,7.74,1,winter,alluvial,north_delta,cabbage
71.9,20.91,72.56,29.54,50.94,7.85,2,permanent,reclaimed,new_lands,mango
30.35,12.36,29.99,19.05,54.15,7.83,1,winter,loamy_clay,south_delta,coriander
19.57,17.52,23.98,15.66,60.24,7.87,11,winter,loamy_clay,south_delta,berseem
35.32,18.05,25.91,18.19,36.61,8.05,11,winter,reclaimed,new_lands,barley
32.36,13.67,21.44,17.19,55.5,7.74,3,winter,loamy_clay,west_delta,barley
96.89,21.71,23.64,29.02,51.47,7.9,7,summer,loamy_clay,south_delta,maize
104.94,30.45,29.73,33.18,45.0,7.82,8,summer,loamy_clay,upper_egypt,maize
105.77,22.73,83.27,21.91,58.24,7.88,2,permanent,reclaimed,west_delta,citrus
41.1,18.96,21.71,19.32,50.3,7.73,11,winter,loamy_clay,west_delta,barley
79.8,22.34,97.47,30.19,60.31,7.81,6,summer,alluvial,north_delta,eggplant
20.06,21.58,10.63,16.13,51.72,7.88,1,winter,loamy_clay,south_delta,berseem
81.26,25.34,70.74,28.79,56.72,8.2,5,summer,alluvial,middle_egypt,cotton
59.59,21.81,105.8,24.89,62.91,7.72,3,summer,loamy_clay,middle_egypt,cucumber
67.76,21.68,58.61,31.83,46.28,7.68,5,permanent,reclaimed,aswan,mango
62.07,19.0,62.14,20.24,60.4,7.95,11,winter,clayey_delta,north_delta,onion
19.64,36.64,38.7,17.07,59.68,7.76,1,winter,alluvial,south_delta,faba_bean
37.3,24.56,35.02,18.8,53.11,7.87,12,winter,loamy_clay,west_delta,cumin
111.24,31.13,143.4,29.32,60.0,7.71,7,permanent,alluvial,upper_egypt,banana
26.16,30.51,37.37,16.93,58.71,8.02,1,winter,alluvial,north_delta,faba_bean
16.07,22.36,25.75,14.45,47.49,7.99,12,winter,reclaimed,new_lands,lentil
82.26,17.41,117.5,30.72,55.2,7.89,6,summer,loamy_clay,middle_egypt,eggplant
94.44,36.36,86.41,16.84,68.01,7.92,12,winter,alluvial,north_delta,tomato_winter
78.6,44.69,112.72,15.7,58.37,7.71,12,winter,alluvial,middle_egypt,potato
96.74,24.94,67.72,27.12,45.0,8.01,7,permanent,reclaimed,new_lands,citrus
55.18,26.68,17.12,17.45,55.35,7.81,1,winter,alluvial,south_delta,wheat
35.16,16.57,47.87,20.53,49.49,7.92,12,permanent,calcareous,west_delta,olive
38.13,10.13,44.92,35.57,33.61,7.9,7,permanent,sandy,upper_egypt,date_palm
79.93,35.96,95.93,19.55,65.08,7.93,2,winter,loamy_clay,west_delta,tomato_winter
43.84,19.44,87.89,29.0,46.97,7.6,4,summer,calcareous,west_delta,watermelon
63.4,32.29,96.49,28.6,49.57,7.87,6,permanent,loamy_clay,upper_egypt,grapes
18.88,20.98,10.54,15.12,71.49,8.04,11,winter,clayey_delta,north_delta,berseem
56.59,22.37,78.18,15.38,69.3,7.81,12,winter,loamy_clay,south_delta,cabbage
95.92,31.82,33.33,28.53,54.89,7.78,9,summer,alluvial,south_delta,maize
42.2,24.99,27.33,16.84,50.57,7.95,2,winter,loamy_clay,west_delta,cumin
15.19,23.68,29.19,17.77,42.62,8.11,2,winter,calcareous,new_lands,lentil
12.94,12.91,3.69,19.3,58.43,7.7,10,winter,alluvial,north_delta,berseem
28.04,18.83,41.73,20.25,43.69,7.82,12,permanent,sandy,sinai_north,olive
66.04,22.88,57.37,18.53,54.73,8.02,2,winter,clayey_delta,north_delta,onion
77.72,29.57,55.51,27.55,62.68,7.75,6,summer,loamy_clay,south_delta,pepper
40.05,13.49,79.48,23.78,49.67,7.98,1,permanent,reclaimed,west_delta,pomegranate
45.23,16.31,66.82,31.54,38.87,7.63,5,summer,sandy,upper_egypt,watermelon
54.84,28.18,44.09,19.5,56.58,7.94,3,winter,calcareous,west_delta,sugar_beet
81.59,28.33,9.12,16.14,45.25,7.83,1,winter,loamy_clay,middle_egypt,wheat
62.77,30.69,81.69,23.64,50.97,7.92,2,permanent,loamy_clay,middle_egypt,grapes
108.3,28.07,43.87,30.23,49.11,7.89,9,summer,loamy_clay,middle_egypt,maize
88.02,37.21,115.46,30.13,67.46,7.7,8,summer,alluvial,south_delta,tomato_summer
95.06,30.96,29.22,27.2,51.82,7.74,5,summer,loamy_clay,south_delta,maize
67.23,19.27,68.26,23.13,62.01,7.68,3,permanent,sandy,east_delta,mango
16.95,17.3,28.77,15.39,57.11,7.88,12,winter,reclaimed,west_delta,lentil
59.77,28.71,19.09,17.04,59.96,8.08,11,winter,clayey_delta,north_delta,wheat
56.29,17.46,92.9,29.56,64.37,7.88,8,summer,loamy_clay,middle_egypt,cucumber
88.19,33.38,97.91,21.17,69.97,7.58,11,winter,sandy,east_delta,tomato_winter
63.91,22.3,18.09,16.92,55.55,7.78,12,winter,loamy_clay,upper_egypt,wheat
83.14,32.16,76.35,25.13,68.13,7.88,6,permanent,alluvial,middle_egypt,mint
51.72,19.48,63.99,18.68,44.83,8.0,2,winter,alluvial,upper_egypt,onion
46.54,16.97,38.08,18.83,37.92,7.82,4,winter,reclaimed,new_lands,barley
29.05,13.31,55.78,34.66,33.91,7.9,8,permanent,sandy,aswan,date_palm
78.56,18.56,79.61,27.01,65.27,7.97,6,permanent,alluvial,east_delta,citrus
60.66,28.9,89.03,26.04,46.46,7.83,12,permanent,loamy_clay,upper_egypt,grapes
42.3,13.58,61.02,33.77,27.38,8.0,8,permanent,reclaimed,new_lands,date_palm
79.02,23.76,100.95,25.11,61.31,7.55,11,permanent,sandy,east_delta,citrus
62.56,19.9,74.76,28.84,62.8,7.81,9,summer,loamy_clay,south_delta,cucumber
107.26,27.61,43.51,32.72,45.0,7.81,8,summer,alluvial,upper_egypt,maize
68.85,16.07,46.07,17.84,51.93,7.93,1,winter,alluvial,south_delta,onion
40.5,12.91,49.45,29.81,32.45,7.82,2,permanent,sandy,upper_egypt,date_palm
56.48,24.11,43.26,20.14,52.26,7.93,10,winter,clayey_delta,north_delta,onion
89.99,39.19,119.89,30.76,56.56,7.88,8,summer,alluvial,middle_egypt,tomato_summer
112.66,29.06,38.44,31.5,51.97,7.79,9,summer,loamy_clay,middle_egypt,maize
73.62,27.14,62.18,26.87,63.06,7.51,6,summer,alluvial,south_delta,pepper
69.12,23.5,94.02,35.09,48.82,7.85,7,summer,sandy,upper_egypt,eggplant
60.72,18.2,106.73,24.86,65.35,7.79,5,summer,loamy_clay,middle_egypt,cucumber
21.32,20.94,17.25,15.75,52.46,7.88,3,winter,loamy_clay,west_delta,lentil
69.77,23.31,65.54,14.65,64.85,7.84,1,winter,alluvial,middle_egypt,cabbage
111.13,33.62,156.51,26.37,62.78,7.77,11,permanent,alluvial,middle_egypt,banana
57.24,31.72,83.61,27.73,51.35,7.93,5,permanent,calcareous,west_delta,grapes
94.63,20.17,97.95,26.92,58.3,7.95,6,permanent,reclaimed,west_delta,citrus
63.8,25.18,58.93,19.77,46.73,7.94,12,winter,loamy_clay,south_delta,onion
69.31,24.03,91.84,31.45,58.12,7.88,7,summer,clayey_delta,east_delta,eggplant
61.82,25.83,47.74,20.2,53.59,7.98,2,winter,clayey_delta,south_delta,onion
35.35,17.71,40.31,19.01,52.74,7.76,1,winter,alluvial,middle_egypt,coriander
35.62,19.74,22.24,18.6,62.0,7.82,11,winter,sandy,north_coast,barley
14.48,18.33,39.47,14.94,52.61,7.54,12,winter,sandy,sinai_north,lentil
46.41,15.43,69.08,20.51,54.34,8.06,4,winter,alluvial,middle_egypt,garlic
64.62,18.48,62.42,31.53,54.39,8.01,6,summer,alluvial,middle_egypt,cotton
60.54,21.43,60.11,17.78,53.91,8.0,12,winter,clayey_delta,north_delta,onion
65.27,27.53,81.87,24.61,53.85,7.89,4,permanent,loamy_clay,west_delta,grapes
49.71,24.14,60.22,28.55,47.18,7.68,6,summer,loamy_clay,upper_egypt,basil
48.47,29.5,50.66,22.0,59.11,8.21,10,winter,clayey_delta,north_delta,sugar_beet
26.69,11.91,44.07,22.54,54.8,7.85,2,permanent,calcareous,north_coast,olive
62.3,18.67,58.02,28.08,61.4,7.74,5,summer,alluvial,north_delta,basil
24.37,14.54,45.52,23.43,46.97,7.93,3,permanent,reclaimed,sinai_north,olive
99.16,31.31,36.61,31.49,56.05,7.77,6,summer,alluvial,north_delta,maize
71.69,22.75,89.89,27.61,53.59,7.57,8,permanent,sandy,upper_egypt,citrus
52.49,17.67,88.8,27.87,60.41,7.95,9,summer,loamy_clay,middle_egypt,cucumber
72.21,22.2,16.62,17.07,51.42,7.88,1,winter,alluvial,middle_egypt,wheat
43.15,18.45,57.17,15.93,58.67,8.05,2,winter,loamy_clay,middle_egypt,garlic
106.22,37.34,144.66,23.04,62.06,7.67,12,permanent,alluvial,middle_egypt,banana
75.59,24.42,79.42,29.89,54.81,8.1,8,summer,alluvial,south_delta,cotton
89.75,33.39,103.75,28.56,68.01,8.13,8,summer,clayey_delta,north_delta,tomato_summer
17.43,15.23,28.49,18.8,38.83,8.03,2,winter,reclaimed,new_lands,lentil
46.33,32.21,38.92,17.44,60.51,8.05,11,winter,clayey_delta,north_delta,sugar_beet
81.6,27.86,52.22,27.23,64.13,7.82,5,permanent,loamy_clay,south_delta,mint
78.86,18.93,33.63,29.51,70.16,7.85,5,summer,alluvial,south_delta,rice
48.81,21.44,53.77,17.54,56.51,8.01,3,winter,loamy_clay,south_delta,garlic
73.01,21.41,17.07,15.66,61.21,8.05,2,winter,clayey_delta,south_delta,wheat
85.69,17.27,88.49,22.34,49.35,7.79,1,permanent,loamy_clay,upper_egypt,citrus
35.72,13.36,56.48,31.45,31.74,8.06,1,permanent,calcareous,new_lands,date_palm
88.86,36.33,106.59,20.36,66.63,7.89,11,winter,alluvial,south_delta,tomato_winter
15.26,20.8,27.44,19.41,57.84,7.91,3,winter,reclaimed,west_delta,lentil
45.04,11.85,78.07,35.24,35.0,7.71,7,summer,calcareous,new_lands,watermelon
29.66,25.46,21.31,18.68,42.63,7.6,12,winter,sandy,upper_egypt,cumin
35.95,16.04,74.37,27.79,50.38,7.56,4,summer,reclaimed,west_delta,watermelon
96.15,23.38,70.14,26.84,69.79,7.75,9,summer,alluvial,south_delta,rice
30.64,11.63,29.65,19.68,57.14,7.8,10,winter,loamy_clay,west_delta,coriander
76.24,24.72,78.16,26.01,56.07,7.87,1,permanent,reclaimed,aswan,mango
62.46,32.37,47.55,16.81,64.81,7.73,1,winter,loamy_clay,west_delta,sugar_beet
53.41,21.95,74.23,19.34,58.3,7.98,10,winter,clayey_delta,south_delta,garlic
59.48,22.63,82.69,29.5,52.48,7.98,8,permanent,reclaimed,middle_egypt,mango
30.04,10.61,43.6,17.91,60.09,7.97,4,winter,reclaimed,west_delta,barley
80.54,39.17,105.16,19.0,64.47,7.66,1,winter,loamy_clay,west_delta,tomato_winter
34.26,13.42,18.72,17.29,51.22,7.88,4,winter,reclaimed,west_delta,barley
87.5,47.3,120.08,14.39,60.85,7.88,12,winter,loamy_clay,middle_egypt,potato
98.51,32.97,152.33,25.06,64.54,7.66,2,permanent,alluvial,middle_egypt,banana
19.06,22.61,11.46,17.08,63.24,8.13,12,winter,clayey_delta,north_delta,berseem
30.47,12.32,50.38,22.78,47.39,7.79,12,permanent,reclaimed,west_delta,olive
17.83,25.7,27.75,17.17,41.63,7.79,3,winter,sandy,new_lands,lentil
18.63,19.93,12.69,14.69,59.48,8.08,12,winter,loamy_clay,south_delta,berseem
83.78,34.71,78.91,18.6,72.22,8.29,1,winter,clayey_delta,north_delta,tomato_winter
35.42,25.53,74.43,35.19,38.23,7.6,7,summer,sandy,upper_egypt,watermelon
40.75,21.09,28.11,15.84,52.97,8.08,2,winter,calcareous,sinai_north,barley
46.44,17.55,34.26,19.56,48.98,7.85,3,winter,alluvial,south_delta,coriander
97.83,21.25,47.32,27.79,68.77,7.84,5,summer,alluvial,north_delta,rice
32.6,13.92,34.11,16.23,54.15,7.9,1,winter,alluvial,south_delta,coriander
75.41,27.14,81.49,28.61,60.43,8.1,6,summer,clayey_delta,north_delta,cotton
58.35,32.15,60.42,16.3,57.44,7.7,10,winter,loamy_clay,middle_egypt,cabbage
34.78,17.72,20.12,14.49,48.41,7.99,2,winter,reclaimed,west_delta,barley
87.26,24.02,45.66,29.5,70.29,7.8,8,summer,alluvial,south_delta,rice
36.5,10.54,56.58,30.08,26.61,7.9,11,permanent,sandy,new_lands,date_palm
46.22,13.63,33.17,16.78,39.66,7.54,1,winter,sandy,new_lands,barley
52.41,21.51,93.55,26.69,67.13,7.8,6,summer,loamy_clay,middle_egypt,cucumber
44.27,21.46,61.42,28.64,55.75,7.9,7,permanent,calcareous,west_delta,pomegranate
79.15,26.91,111.5,24.21,57.73,7.67,3,permanent,loamy_clay,west_delta,citrus
91.54,43.3,128.57,18.78,63.04,7.6,10,winter,loamy_clay,west_delta,potato
74.85,28.62,101.11,21.21,61.1,7.65,12,winter,alluvial,middle_egypt,tomato_winter
63.42,23.59,71.2,17.12,56.17,7.9,12,winter,loamy_clay,south_delta,cabbage
61.49,19.59,11.42,17.95,57.42,7.9,3,winter,loamy_clay,south_delta,wheat
63.66,21.79,88.47,26.85,60.95,7.88,8,summer,loamy_clay,west_delta,cucumber
27.11,15.46,44.31,25.19,56.93,7.85,8,permanent,calcareous,north_coast,olive
44.97,19.18,33.21,16.68,54.92,7.99,12,winter,reclaimed,sinai_north,barley
70.23,19.6,22.29,18.1,56.32,7.78,2,winter,alluvial,middle_egypt,wheat
42.03,34.42,38.64,14.38,60.2,7.74,1,winter,loamy_clay,west_delta,sugar_beet
112.25,39.54,157.82,31.3,64.24,7.87,9,permanent,loamy_clay,upper_egypt,banana
100.91,40.05,156.39,22.25,63.02,7.64,3,permanent,alluvial,middle_egypt,banana
52.32,19.39,79.08,27.94,51.96,7.75,4,summer,reclaimed,sinai_north,watermelon
55.12,18.86,61.22,26.34,43.65,7.63,3,permanent,sandy,new_lands,pomegranate
47.58,16.76,61.24,15.65,61.67,8.05,3,winter,clayey_delta,north_delta,garlic
37.83,16.77,72.97,31.24,42.18,7.66,7,summer,sandy,new_lands,watermelon
11.04,24.42,22.88,15.37,51.22,7.89,11,winter,reclaimed,sinai_north,lentil
32.85,18.02,39.3,15.96,55.38,7.84,1,winter,loamy_clay,west_delta,coriander
62.08,26.88,64.88,30.28,53.11,7.63,5,summer,loamy_clay,upper_egypt,pepper
109.56,32.36,143.13,23.55,64.07,7.92,1,permanent,loamy_clay,upper_egypt,banana
69.73,22.02,69.76,25.5,55.42,7.59,1,permanent,sandy,east_delta,mango
37.01,21.13,75.68,25.65,50.81,7.84,2,permanent,loamy_clay,middle_egypt,pomegranate
78.24,35.1,112.68,29.48,52.45,7.87,6,summer,loamy_clay,middle_egypt,tomato_summer
90.69,39.54,103.41,21.91,61.56,7.87,11,winter,alluvial,south_delta,tomato_winter
46.86,22.27,45.41,27.34,59.87,7.65,5,summer,sandy,east_delta,basil
56.52,20.14,12.31,15.47,60.92,7.76,3,winter,alluvial,north_delta,wheat
87.23,33.81,67.25,20.25,70.81,8.22,3,permanent,clayey_delta,north_delta,mint
88.26,16.53,91.37,21.7,54.77,7.62,2,permanent,reclaimed,middle_egypt,citrus
67.25,27.27,48.11,27.89,59.96,7.6,6,summer,loamy_clay,middle_egypt,pepper
68.95,29.85,84.8,27.73,55.53,7.84,7,permanent,calcareous,sinai_north,grapes
48.21,18.26,60.14,26.93,50.61,7.77,3,permanent,reclaimed,middle_egypt,pomegranate
23.54,13.43,55.88,24.82,38.01,7.89,9,permanent,reclaimed,new_lands,olive
104.19,32.29,170.13,28.02,72.04,7.66,6,permanent,alluvial,south_delta,banana
78.43,40.64,122.53,14.17,66.35,7.89,2,winter,alluvial,east_delta,potato
36.96,17.01,61.81,26.19,46.32,7.92,4,permanent,loamy_clay,upper_egypt,pomegranate
29.83,18.82,30.25,20.34,55.99,7.74,12,winter,alluvial,south_delta,coriander
89.19,30.0,56.61,21.1,68.44,8.05,1,permanent,alluvial,middle_egypt,mint
71.57,23.3,59.31,14.72,59.24,7.91,2,winter,alluvial,middle_egypt,cabbage
88.87,28.55,52.94,26.37,61.51,7.91,6,permanent,loamy_clay,south_delta,mint
72.52,24.16,58.32,29.16,62.46,8.04,7,summer,clayey_delta,north_delta,cotton
104.61,28.46,94.46,28.55,59.91,7.77,6,permanent,reclaimed,west_delta,citrus
41.56,11.03,31.04,15.83,41.19,7.49,12,winter,sandy,new_lands,barley
68.96,21.64,55.76,30.08,56.02,8.09,6,summer,alluvial,middle_egypt,cotton
89.32,39.75,107.35,28.68,63.47,8.12,6,summer,clayey_delta,north_delta,tomato_summer
37.72,15.83,55.68,34.22,26.43,7.9,9,permanent,sandy,upper_egypt,date_palm
51.13,18.5,66.1,18.88,52.76,7.94,10,winter,clayey_delta,south_delta,garlic
45.42,19.63,37.32,20.91,54.64,7.55,4,winter,sandy,north_coast,barley
80.77,30.37,66.62,24.85,65.23,7.84,4,permanent,loamy_clay,middle_egypt,mint
34.97,20.34,20.9,19.65,39.79,7.59,1,winter,sandy,new_lands,cumin
34.74,20.46,28.85,19.04,44.54,8.03,2,winter,calcareous,new_lands,cumin
72.09,24.3,74.25,28.94,53.07,8.1,9,summer,loamy_clay,middle_egypt,cotton
36.88,17.29,34.97,16.18,51.98,8.03,2,winter,reclaimed,sinai_north,barley
105.92,27.85,40.64,27.43,54.16,7.76,8,summer,alluvial,north_delta,maize
80.18,40.32,129.78,16.47,58.69,7.59,2,winter,alluvial,east_delta,potato
88.07,25.28,70.7,30.3,49.72,7.85,6,summer,alluvial,middle_egypt,eggplant
74.6,23.87,64.74,27.67,55.92,8.1,5,summer,loamy_clay,south_delta,cotton
79.35,16.69,95.88,30.1,55.84,7.72,7,summer,alluvial,middle_egypt,eggplant
39.53,21.06,82.96,27.11,49.57,7.64,5,summer,sandy,east_delta,watermelon
109.18,28.53,45.86,32.73,49.4,8.3,8,summer,clayey_delta,south_delta,maize
82.91,21.35,70.11,20.92,68.61,8.14,11,permanent,clayey_delta,north_delta,mint
86.91,33.02,84.5,22.85,64.16,7.58,9,winter,sandy,east_delta,tomato_winter
91.87,24.53,50.2,27.09,71.67,7.8,7,summer,clayey_delta,north_delta,rice
76.21,17.1,83.48,27.28,49.78,7.6,10,permanent,sandy,aswan,mango
43.75,16.53,86.3,30.7,35.0,7.66,6,summer,reclaimed,new_lands,watermelon
53.4,33.54,24.82,16.6,62.25,7.73,12,winter,calcareous,west_delta,sugar_beet
36.82,15.0,23.8,14.27,52.18,7.99,2,winter,reclaimed,west_delta,barley
82.53,31.55,67.14,26.51,64.19,7.8,10,permanent,loamy_clay,middle_egypt,mint
52.03,18.08,75.95,16.26,67.07,8.1,3,winter,alluvial,north_delta,garlic
74.98,24.77,99.86,30.49,56.58,7.8,7,summer,clayey_delta,north_delta,eggplant
68.57,32.58,55.39,30.94,59.14,7.53,9,summer,sandy,upper_egypt,pepper
36.96,20.94,60.96,30.24,38.62,7.76,7,summer,sandy,new_lands,watermelon
61.35,34.48,92.42,25.36,48.95,7.82,11,permanent,loamy_clay,upper_egypt,grapes
46.51,26.1,55.87,15.95,57.52,7.82,1,winter,alluvial,middle_egypt,garlic
65.33,20.65,65.62,23.24,53.07,7.58,2,permanent,sandy,east_delta,mango
